PVMonth,PVDay,PVHour,TotalkWh,AvgkWh,MaxkWh,MinkWh,ProdkWh62032213_2019,ProdkWh62032213_2020,ProdkWh62032213_2021,ProdkWh62032213_2022,ProdkWh84071567_2019,ProdkWh84071567_2020,ProdkWh84071567_2021,ProdkWh84071567_2022,ProdkWh84071569_2019,ProdkWh84071569_2020,ProdkWh84071569_2021,ProdkWh84071569_2022,ProdkWh84071570_2019,ProdkWh84071570_2020,ProdkWh84071570_2021,ProdkWh84071570_2022
11,18,17,13.52,0.84,1.65,0.39,1.0,0.6,1.0,0.4,0.88,0.59,0.39,0.39,0.83,0.83,0.83,0.83,1.35,0.45,1.65,1.5
11,18,18,0.25,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0
11,19,8,2.14,0.13,0.3,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.1,0.0,0.28,0.28,0.28,0.0,0.0,0.3,0.15,0.15
11,19,9,23.52,1.47,3.99,0.3,0.8,3.39,3.99,2.99,0.39,0.98,0.59,0.78,0.83,0.83,1.65,1.65,0.3,1.65,1.35,1.35
11,19,10,60.94,3.81,7.79,1.05,2.0,7.79,6.99,2.8,1.37,2.93,3.03,2.93,2.76,2.76,2.48,1.65,1.05,5.1,7.65,7.65
11,19,11,102.18,6.39,11.18,2.05,2.4,11.18,9.18,2.99,2.05,7.83,8.02,3.72,6.07,6.34,4.96,5.79,2.1,10.2,10.5,8.85
11,19,12,131.26,8.2,12.58,2.54,3.39,12.58,11.18,3.59,2.54,10.96,10.57,7.14,6.89,9.93,5.51,9.93,2.55,11.7,11.25,11.55
11,19,13,130.52,8.16,13.58,1.8,4.19,12.78,13.58,3.19,2.05,11.93,12.23,6.95,5.51,10.2,5.51,10.75,1.8,11.55,11.4,6.9
11,19,14,118.62,7.41,12.58,1.35,4.59,11.98,12.58,2.4,1.57,11.35,11.84,4.7,9.1,9.38,4.69,5.79,1.35,10.2,10.05,7.05
11,19,15,88.99,5.56,9.78,0.75,3.59,9.78,9.78,1.0,0.88,7.04,7.14,4.7,7.72,7.44,3.86,3.86,0.75,7.95,7.8,5.7
11,19,16,44.49,2.78,6.39,0.2,1.8,6.19,6.39,0.2,1.08,1.17,1.17,1.86,4.69,3.86,1.65,1.38,1.5,4.65,3.9,3.0
11,19,17,12.04,0.75,1.35,0.0,0.8,1.0,1.0,0.0,0.39,0.59,0.49,0.98,0.83,0.83,0.55,0.83,0.6,1.35,0.75,1.05
11,19,18,0.15,0.01,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0
11,20,8,1.66,0.1,0.3,0.0,0.0,0.2,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.28,0.0,0.28,0.15,0.3,0.0,0.15
11,20,9,14.3,0.89,3.99,0.0,0.4,3.99,0.6,0.2,1.57,0.49,0.29,0.88,0.0,0.83,0.0,0.55,1.8,1.05,0.6,1.05
11,20,10,56.34,3.52,9.18,0.6,1.8,9.18,2.8,0.6,2.25,2.93,3.03,2.64,1.65,2.48,1.93,1.65,3.45,8.1,6.6,5.25
11,20,11,103.15,6.45,11.78,0.8,2.8,11.78,3.59,0.8,7.43,8.12,6.16,6.75,5.51,6.62,3.58,5.51,8.7,10.95,6.0,8.85
11,20,12,121.63,7.6,13.38,1.4,6.39,13.38,3.79,1.4,5.58,11.45,4.99,8.22,6.07,10.2,1.93,9.38,10.2,12.0,5.1,11.55
11,20,13,127.25,7.95,13.78,1.4,4.19,13.78,3.59,1.4,9.98,12.52,4.5,6.65,8.55,10.48,6.34,8.82,9.15,11.85,5.25,10.2
11,20,14,116.06,7.25,12.98,0.8,3.79,12.98,5.99,0.8,8.22,12.03,5.87,3.13,7.44,9.65,4.14,8.27,10.2,10.5,8.7,4.35
11,20,15,86.43,5.4,10.58,0.4,2.2,10.58,6.79,0.4,4.6,6.95,4.7,3.13,7.44,7.72,1.38,7.44,4.35,8.25,6.0,4.5
11,20,16,49.74,3.11,6.79,0.2,2.2,6.79,4.79,0.2,2.25,0.78,2.05,1.96,4.41,4.69,2.21,3.31,4.65,4.95,1.2,3.3
11,20,17,10.64,0.67,1.65,0.0,0.6,1.0,0.6,0.0,0.68,0.29,0.39,0.29,1.1,0.83,0.28,0.83,1.35,1.65,0.3,0.45
11,20,18,0.4,0.02,0.2,0.0,0.0,0.2,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,21,8,1.03,0.06,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.28,0.0,0.15,0.3,0.0,0.0
11,21,9,14.15,0.88,3.79,0.15,0.4,3.79,1.2,0.2,0.78,0.39,0.49,0.49,1.1,0.83,0.55,1.38,0.6,0.9,0.15,0.9
11,21,10,44.14,2.76,9.18,0.4,1.2,9.18,3.39,0.4,2.15,3.03,1.08,0.78,2.76,2.48,1.93,3.31,2.4,8.55,0.75,0.75
11,21,11,74.51,4.66,11.78,0.8,1.8,11.78,4.39,0.8,4.6,8.32,1.76,1.76,2.76,6.34,5.79,3.86,5.7,11.25,1.5,2.1
11,21,12,105.13,6.57,13.18,2.25,6.39,13.18,4.99,2.4,4.01,12.03,2.35,2.35,3.86,9.93,9.38,4.41,12.0,12.15,3.45,2.25
11,21,13,128.12,8.01,13.58,3.3,10.18,13.58,8.78,4.79,9.88,12.91,3.91,3.82,3.58,10.48,10.2,4.96,11.55,12.0,4.2,3.3
11,21,14,131.35,8.21,12.52,2.8,2.8,12.38,3.99,6.19,11.84,12.52,6.75,9.1,4.96,9.65,10.75,7.72,11.25,10.8,4.05,6.6
11,21,15,87.87,5.49,10.38,1.0,1.0,10.38,6.79,2.4,7.14,6.85,4.5,5.38,1.38,7.72,1.65,3.58,9.15,8.4,4.35,7.2
11,21,16,44.91,2.81,6.39,0.59,1.0,6.39,2.0,3.99,1.86,0.59,1.57,2.84,1.1,4.41,0.83,3.03,4.8,4.95,2.25,3.3
11,21,17,12.65,0.79,1.65,0.2,0.2,1.0,0.2,0.2,0.88,0.39,1.27,0.98,1.1,0.55,0.55,0.83,1.65,1.65,0.3,0.9
11,21,18,0.91,0.06,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.28,0.28,0.0,0.0,0.0,0.15,0.0
11,22,8,0.7,0.04,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0
11,22,9,14.4,0.9,3.59,0.0,0.0,3.59,1.6,0.2,0.39,0.49,0.68,0.68,0.28,0.83,0.83,1.38,0.3,1.05,1.2,0.9
11,22,10,43.28,2.7,8.98,0.2,0.2,8.98,2.0,0.4,1.27,2.93,2.54,0.88,0.83,2.21,1.93,2.76,0.3,7.95,6.75,1.35
11,22,11,73.36,4.58,11.38,0.8,1.6,11.38,5.99,0.8,1.86,7.83,5.38,1.37,2.76,6.62,3.86,2.76,0.9,10.8,7.5,1.95
11,22,12,97.34,6.08,12.58,1.0,3.59,12.58,11.18,1.0,9.0,11.25,4.99,1.76,1.65,9.93,2.48,3.03,5.1,11.7,6.45,1.65
11,22,13,118.44,7.4,14.37,0.8,5.99,12.98,14.37,0.8,9.98,12.13,11.25,2.93,3.03,10.75,1.1,3.58,9.0,11.7,7.8,1.05
11,22,14,122.89,7.68,12.82,0.6,5.79,11.98,12.38,0.6,12.13,11.84,12.82,2.45,1.93,9.65,3.86,5.51,10.2,10.5,10.35,0.9
11,22,15,90.19,5.64,9.98,0.2,5.39,9.98,9.98,0.2,6.85,6.26,7.14,2.84,1.38,7.72,4.14,2.21,7.65,8.1,8.55,1.8
11,22,16,45.99,2.87,6.39,0.0,1.0,5.99,6.39,0.0,1.57,0.88,1.08,1.17,1.38,4.69,4.41,1.38,4.5,4.95,5.1,1.5
11,22,17,10.66,0.67,1.5,0.0,0.4,1.0,0.4,0.0,0.78,0.39,0.49,0.49,0.55,0.55,0.83,0.28,1.2,1.5,1.5,0.3
11,22,18,0.15,0.01,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0
11,23,8,2.14,0.13,0.28,0.0,0.0,0.2,0.0,0.2,0.1,0.1,0.1,0.0,0.28,0.28,0.0,0.28,0.15,0.15,0.15,0.15
11,23,9,15.32,0.96,3.19,0.39,2.2,3.19,0.8,0.6,0.68,0.49,0.39,0.59,0.55,0.55,0.55,0.83,1.35,1.05,0.9,0.6
11,23,10,57.09,3.57,8.78,0.8,3.79,8.78,0.8,1.6,2.93,2.84,2.84,1.66,1.93,2.21,1.65,2.21,7.35,7.2,7.95,1.35
11,23,11,103.64,6.48,11.38,1.4,7.19,11.38,1.6,1.4,6.46,7.73,8.22,2.93,5.51,6.62,5.79,3.86,9.75,10.8,10.95,3.45
11,23,12,134.62,8.41,12.38,1.6,8.58,12.38,1.6,5.19,9.29,11.35,11.84,6.16,7.44,10.2,8.82,6.07,8.55,11.7,12.0,3.45
11,23,13,138.74,8.67,12.98,2.2,6.39,12.98,2.2,4.19,7.73,12.13,12.23,7.14,9.65,10.48,8.0,8.27,9.3,11.55,11.7,4.8
11,23,14,138.76,8.67,12.62,3.19,3.99,11.98,3.19,10.38,5.58,11.84,12.62,7.83,9.93,9.65,8.0,8.82,7.2,10.5,10.5,6.75
11,23,15,103.33,6.46,9.78,3.13,6.79,9.78,3.99,6.39,4.79,6.26,6.36,3.13,8.27,8.0,8.55,7.17,4.65,7.95,8.1,3.15
11,23,16,52.54,3.28,5.25,0.68,3.79,4.59,2.4,2.0,1.37,1.86,0.68,2.15,5.24,4.69,4.69,3.03,4.05,4.65,5.25,2.1
11,23,17,12.19,0.76,1.65,0.2,0.2,0.6,0.8,0.8,0.49,0.59,0.49,0.49,0.83,0.55,0.55,0.55,1.35,1.2,1.65,1.05
11,23,18,0.15,0.01,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0
11,24,8,1.97,0.12,0.28,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.28,0.28,0.28,0.28,0.15,0.15,0.15,0.0
11,24,9,16.65,1.04,3.19,0.0,0.6,0.6,3.19,0.0,0.98,0.78,0.59,0.78,0.55,0.83,1.1,1.1,1.35,0.75,1.2,2.25
11,24,10,49.22,3.08,8.78,0.2,2.8,2.4,8.78,0.2,3.23,2.64,3.13,1.27,2.21,2.48,1.65,1.93,4.5,2.4,7.35,2.25
11,24,11,82.61,5.16,11.38,0.4,2.6,8.98,11.38,0.4,4.4,7.34,6.16,1.76,4.41,3.31,3.58,4.14,6.15,8.55,5.55,3.9
11,24,12,100.26,6.27,12.58,1.4,2.2,7.59,12.58,1.4,4.11,10.47,7.14,2.05,8.55,4.96,6.07,5.24,5.4,11.55,8.85,2.1
11,24,13,96.11,6.01,12.98,1.35,2.2,9.98,12.98,1.6,3.91,11.35,5.67,3.72,7.17,3.58,5.79,3.86,3.0,11.55,8.4,1.35
11,24,14,78.09,4.88,11.45,1.4,1.6,8.78,5.59,1.4,3.42,11.45,6.46,2.05,3.86,3.58,4.69,3.31,2.1,10.35,7.65,1.8
11,24,15,57.27,3.58,7.39,0.6,1.4,4.99,7.39,0.6,2.74,5.18,3.62,2.84,3.03,5.24,2.48,2.76,1.2,6.0,5.7,2.1
11,24,16,35.18,2.2,4.65,0.2,0.2,2.4,0.8,1.2,1.76,1.27,1.57,2.05,4.14,4.41,2.48,1.65,1.65,3.6,4.65,1.35
11,24,17,9.33,0.58,1.35,0.0,0.0,0.6,0.4,0.0,0.49,0.39,0.59,0.78,0.83,0.55,0.55,0.55,0.15,1.35,1.2,0.9
11,24,18,0.28,0.02,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0
11,25,8,0.78,0.05,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.28,0.0,0.15,0.0,0.15,0.0
11,25,9,16.66,1.04,3.39,0.2,0.4,0.2,3.39,2.8,0.59,0.2,1.17,0.68,1.1,0.28,0.55,1.1,0.9,0.6,1.5,1.2
11,25,10,42.16,2.64,8.78,0.4,1.0,0.4,3.79,8.78,1.96,0.59,0.49,3.03,2.48,0.83,1.38,1.38,6.9,0.45,1.5,7.2
11,25,11,75.33,4.71,11.58,0.8,2.0,0.8,2.8,11.58,7.14,0.98,2.25,7.14,2.48,2.21,5.79,4.96,10.05,1.5,3.45,10.2
11,25,12,88.86,5.55,12.78,1.2,4.99,1.2,1.8,12.78,6.95,3.23,4.01,4.7,3.31,3.31,9.65,9.38,7.8,2.7,1.65,11.4
11,25,13,110.15,6.88,13.58,1.2,3.59,1.2,2.2,13.58,6.16,5.58,7.43,9.29,3.58,2.21,8.55,10.48,9.6,4.8,10.5,11.4
11,25,14,104.75,6.55,12.78,0.8,2.2,0.8,6.19,12.78,3.82,8.51,7.14,10.86,7.44,3.03,1.1,9.38,8.4,6.6,6.15,10.35
11,25,15,86.14,5.38,9.98,0.83,1.2,1.0,9.98,9.78,3.13,3.52,6.26,5.58,5.51,3.58,0.83,7.72,6.6,6.0,7.5,7.95
11,25,16,43.68,2.73,5.79,0.4,1.0,0.4,4.39,5.79,2.05,1.96,0.98,0.98,3.03,1.93,2.48,4.14,4.05,1.8,4.05,4.65
11,25,17,11.75,0.73,1.65,0.0,0.0,0.4,0.8,0.6,0.88,0.68,0.68,0.68,0.55,0.28,0.55,0.55,0.9,1.05,1.5,1.65
11,25,18,0.53,0.03,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.28,0.0,0.0,0.0,0.15,0.0,0.0,0.0
11,26,8,0.75,0.05,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.3
11,26,9,12.82,0.8,3.19,0.2,0.2,0.2,2.99,3.19,0.29,0.49,0.29,0.39,0.55,0.28,0.55,0.55,0.3,1.05,0.75,0.75
11,26,10,53.74,3.36,9.38,0.2,0.4,0.2,9.18,9.38,0.88,2.15,2.64,2.64,2.76,0.83,1.65,1.38,0.45,3.9,7.65,7.65
11,26,11,92.43,5.78,11.98,0.45,1.0,1.4,11.98,10.58,1.96,3.91,8.02,7.34,3.86,1.65,5.79,5.24,0.45,8.1,10.8,10.35
11,26,12,120.72,7.54,13.18,0.75,1.0,3.39,13.18,11.38,1.66,4.99,11.93,10.57,6.34,1.38,9.65,9.1,0.75,12.45,11.7,11.25
11,26,13,121.75,7.61,13.18,0.75,1.6,2.8,13.18,9.78,2.35,4.99,12.91,11.45,8.55,1.38,10.48,10.48,0.75,9.15,11.7,10.2
11,26,14,106.4,6.65,12.72,0.83,2.6,1.8,9.78,7.99,3.03,5.28,12.72,10.57,4.69,0.83,9.38,9.38,1.2,6.9,10.65,9.6
11,26,15,82.82,5.18,10.58,0.83,2.6,1.2,10.58,5.99,3.62,4.99,5.28,5.18,2.76,0.83,7.72,7.17,2.4,7.95,8.4,6.15
11,26,16,43.07,2.69,6.19,0.28,2.0,1.8,6.19,3.39,1.17,1.76,0.78,2.45,1.93,0.28,4.41,3.86,2.1,3.15,5.1,2.7
11,26,17,9.9,0.62,1.5,0.0,0.2,0.2,0.8,0.8,0.68,0.39,0.29,0.98,0.28,0.0,0.55,0.83,0.45,0.45,1.5,1.5
11,26,18,0.1,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,27,8,0.88,0.06,0.28,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.28,0.0,0.0,0.0,0.15,0.0,0.15,0.0
11,27,9,16.78,1.05,2.4,0.2,0.2,1.8,2.4,1.6,0.88,0.88,0.68,0.68,0.83,1.1,0.55,0.83,0.6,1.35,1.2,1.2
11,27,10,55.78,3.49,7.2,1.0,1.0,6.79,5.19,5.59,2.15,2.54,2.74,2.74,1.65,1.93,1.38,1.38,3.15,4.05,7.2,6.3
11,27,11,82.07,5.13,9.15,1.6,1.6,8.78,5.79,6.39,5.38,2.93,4.7,6.46,2.21,4.41,5.51,4.96,3.45,3.6,6.75,9.15
11,27,12,104.73,6.55,11.38,1.8,2.2,11.38,3.39,2.99,8.51,2.15,10.17,8.8,3.58,6.62,8.82,8.82,5.7,1.8,9.45,10.35
11,27,13,115.31,7.21,12.3,1.6,3.19,12.18,3.99,1.6,7.14,12.03,6.85,7.14,4.14,5.79,3.86,10.2,12.3,8.7,6.45,9.75
11,27,14,103.15,6.45,12.72,0.4,2.0,11.38,6.59,0.4,8.61,12.72,4.5,3.52,4.96,4.96,2.76,9.1,10.2,9.3,6.45,5.7
11,27,15,79.12,4.94,7.99,0.4,0.8,7.59,7.99,0.4,5.38,5.09,3.52,1.57,5.79,4.41,6.89,6.89,7.95,6.45,5.1,3.3
11,27,16,40.06,2.5,5.19,0.0,0.6,4.19,5.19,0.0,1.76,1.08,1.47,0.68,1.38,4.41,4.14,3.31,2.55,4.5,4.05,0.75
11,27,17,9.66,0.6,1.35,0.2,0.2,0.6,0.6,0.2,0.59,0.59,0.68,0.29,0.55,0.83,0.55,0.83,0.6,0.9,1.35,0.3
11,27,18,0.73,0.05,0.28,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.28,0.0,0.0,0.15,0.0,0.0
11,28,8,0.6,0.04,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.0
11,28,9,15.16,0.95,2.6,0.2,0.2,1.0,2.6,2.6,1.17,0.68,0.49,0.49,0.55,0.83,0.55,0.55,0.6,1.2,0.9,0.75
11,28,10,57.95,3.62,8.39,0.8,0.8,3.79,8.39,8.39,2.25,1.96,2.45,1.96,1.65,1.93,1.38,1.1,1.95,5.55,7.35,7.05
11,28,11,102.76,6.42,10.98,1.66,2.6,5.39,10.98,8.39,4.5,1.66,7.14,7.24,5.79,5.79,5.79,5.24,5.25,6.45,10.8,9.75
11,28,12,120.83,7.55,12.38,1.17,1.6,11.78,8.98,12.38,6.07,1.17,9.39,5.09,7.72,6.62,9.93,9.65,5.7,3.9,12.15,8.7
11,28,13,102.17,6.39,11.58,1.47,2.6,10.58,5.79,11.58,2.84,1.47,9.88,3.91,9.1,5.79,10.48,10.75,5.55,1.5,6.75,3.6
11,28,14,102.65,6.42,12.58,0.75,1.0,8.78,3.59,12.58,3.91,0.78,10.37,5.97,9.65,6.34,9.93,9.65,5.25,0.75,9.9,4.2
11,28,15,78.48,4.9,10.58,1.05,1.2,7.19,2.6,10.58,2.45,1.37,3.42,4.89,6.89,2.76,7.44,7.44,4.5,1.05,7.95,6.75
11,28,16,42.14,2.63,5.59,0.4,0.4,1.4,1.2,5.59,1.37,1.27,1.57,1.57,4.41,2.21,4.41,4.14,3.45,1.05,4.8,3.3
11,28,17,8.85,0.55,1.2,0.2,0.2,0.2,0.2,0.6,0.39,0.49,0.59,0.39,0.83,0.28,0.83,0.55,0.6,0.45,1.05,1.2
11,28,18,0.1,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,29,8,0.63,0.04,0.28,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.15
11,29,9,15.16,0.95,2.99,0.0,0.0,2.99,0.0,2.8,0.49,1.57,0.59,0.49,0.83,0.55,0.55,0.55,0.45,1.95,0.45,0.9
11,29,10,50.12,3.13,7.05,0.4,0.4,6.79,2.4,5.39,1.08,1.96,1.76,2.35,1.65,2.21,2.48,1.1,1.5,6.3,5.7,7.05
11,29,11,71.99,4.5,10.2,0.78,1.0,5.39,3.19,5.39,0.78,3.13,5.28,7.14,5.51,3.86,3.58,5.24,2.25,3.0,7.05,10.2
11,29,12,86.48,5.4,10.05,1.4,1.4,6.19,4.99,9.18,1.76,1.76,5.09,9.1,8.55,4.69,7.72,9.1,2.55,1.5,2.85,10.05
11,29,13,96.03,6.0,10.48,1.76,1.8,6.79,3.59,10.18,1.76,2.74,8.61,9.0,9.1,4.96,6.62,10.48,3.75,1.95,5.4,9.3
11,29,14,86.82,5.43,9.78,0.75,1.2,3.59,4.79,9.38,2.54,0.78,8.71,9.78,7.72,5.24,6.34,9.65,3.75,0.75,4.05,8.55
11,29,15,60.12,3.76,7.72,0.29,0.4,2.8,3.39,6.79,2.25,0.29,4.6,4.7,7.72,1.93,3.58,7.72,4.05,0.45,2.55,6.9
11,29,16,41.45,2.59,4.8,0.4,0.4,1.8,2.0,3.79,1.47,2.25,1.96,1.17,3.31,3.31,2.48,3.86,2.7,4.65,1.5,4.8
11,29,17,10.12,0.63,1.35,0.0,0.0,0.4,0.2,0.8,0.39,0.78,0.68,0.39,1.1,0.55,0.55,0.83,0.45,1.05,0.6,1.35
11,29,18,0.5,0.03,0.15,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15
11,30,8,0.38,0.02,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0
11,30,9,11.28,0.7,2.0,0.0,0.0,1.2,2.0,0.4,1.27,0.29,0.59,0.39,0.83,0.55,0.83,0.83,0.45,0.45,0.9,0.3
11,30,10,41.86,2.62,8.58,0.8,0.8,4.99,8.58,0.8,1.08,1.96,2.35,1.57,2.21,0.83,2.76,1.93,2.4,3.75,4.05,1.8
11,30,11,66.52,4.16,8.78,0.83,1.0,8.58,8.78,2.0,1.76,3.72,7.43,2.93,4.14,0.83,4.41,4.14,1.8,4.65,7.8,2.55
11,30,12,79.29,4.96,11.98,0.55,1.8,4.79,11.98,2.4,3.52,5.38,9.88,1.27,3.31,0.55,6.62,6.34,1.8,6.6,11.7,1.35
11,30,13,92.37,5.77,12.98,0.9,1.8,11.98,12.98,2.8,3.72,5.97,10.96,1.47,3.31,4.14,8.27,6.07,1.95,4.65,11.4,0.9
11,30,14,87.09,5.44,12.18,0.6,1.0,12.18,12.18,0.8,1.86,2.25,8.61,1.86,4.96,7.44,9.1,9.1,2.7,2.25,10.2,0.6
11,30,15,59.78,3.74,9.78,0.2,2.0,6.79,9.78,0.2,2.84,2.54,2.05,1.17,2.76,2.76,6.62,6.62,2.25,2.85,7.95,0.6
11,30,16,36.62,2.29,4.99,0.2,4.99,3.59,4.79,0.2,2.15,1.96,1.17,0.59,1.93,1.93,4.14,1.38,1.35,1.8,4.35,0.3
11,30,17,7.92,0.5,1.05,0.0,0.6,0.4,0.6,0.4,0.78,0.2,0.49,0.29,0.55,0.28,0.55,0.83,0.75,0.0,1.05,0.15
11,30,18,0.2,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,1,8,1.89,0.12,0.28,0.0,0.0,0.2,0.2,0.0,0.1,0.1,0.0,0.0,0.28,0.28,0.28,0.0,0.0,0.15,0.15,0.15
12,1,9,11.6,0.72,2.2,0.2,0.6,2.0,0.2,2.2,0.59,0.29,0.39,0.39,0.55,0.83,0.28,0.28,0.75,0.75,0.75,0.75
12,1,10,58.6,3.66,8.78,0.4,0.4,8.58,1.4,8.78,2.25,2.25,2.64,2.05,2.21,1.38,1.38,0.83,4.8,7.2,5.55,6.9
12,1,11,101.74,6.36,11.78,1.0,1.0,11.38,2.0,11.78,6.75,7.24,2.84,7.14,4.41,5.79,4.96,1.65,8.85,10.5,5.1,10.35
12,1,12,122.48,7.65,13.18,0.8,1.8,12.78,0.8,13.18,5.67,10.96,5.58,11.15,1.65,9.65,9.1,2.21,8.4,11.7,6.6,11.25
12,1,13,129.07,8.07,13.58,1.0,2.99,13.18,1.0,13.58,5.09,12.03,6.36,12.33,6.62,9.93,9.93,3.03,5.85,11.4,4.2,11.55
12,1,14,120.58,7.54,12.78,0.8,4.39,12.38,0.8,12.78,5.67,11.45,2.84,11.84,8.27,9.1,8.55,3.86,6.6,10.35,1.5,10.2
12,1,15,89.81,5.61,10.58,0.4,9.18,9.98,0.4,10.58,2.74,3.72,2.74,3.82,4.14,7.44,7.17,1.65,4.8,8.1,5.4,7.95
12,1,16,45.15,2.82,5.59,0.49,2.4,5.19,0.6,5.59,1.47,0.68,1.37,0.49,3.86,4.41,3.86,0.83,3.6,4.8,1.35,4.65
12,1,17,10.78,0.67,1.5,0.2,0.6,1.0,0.2,1.0,0.59,0.29,0.68,0.29,0.55,0.55,0.55,0.28,0.75,1.35,0.6,1.5
12,1,18,0.68,0.04,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.28,0.0,0.0,0.0,0.15,0.15,0.0
12,2,8,1.29,0.08,0.28,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.28,0.0,0.28,0.28,0.0,0.0,0.0,0.15
12,2,9,15.81,0.99,2.4,0.29,2.0,2.0,2.2,2.4,0.39,0.39,0.39,0.29,1.1,0.55,0.55,0.55,0.9,0.75,0.75,0.6
12,2,10,76.95,4.81,8.98,1.38,8.78,5.99,8.78,8.98,2.25,2.15,2.15,2.05,1.93,1.65,1.38,2.21,7.05,7.2,7.35,7.05
12,2,11,133.86,8.37,11.98,3.03,11.78,8.98,11.58,11.98,7.53,6.95,7.63,7.34,3.58,5.79,5.24,3.03,10.65,10.35,10.95,10.5
12,2,12,171.29,10.71,13.78,3.58,13.78,12.98,12.98,13.38,11.35,10.76,11.64,11.15,3.86,9.38,9.65,3.58,11.85,11.25,12.0,11.7
12,2,13,180.22,11.26,13.98,3.86,13.38,13.38,13.58,13.98,12.72,11.84,12.82,12.52,3.86,10.2,10.48,4.96,11.85,11.1,12.0,11.55
12,2,14,166.02,10.38,12.98,2.76,9.98,12.18,12.98,12.78,11.45,10.57,12.33,11.74,2.76,9.65,9.65,8.55,10.65,9.9,10.65,10.2
12,2,15,112.22,7.01,10.78,2.76,8.78,10.58,9.98,10.78,3.91,3.03,3.82,3.72,2.76,7.72,7.72,7.17,8.25,7.35,8.55,8.1
12,2,16,57.48,3.59,5.79,0.68,5.59,5.79,4.79,5.19,0.88,1.27,0.68,0.68,1.93,4.69,4.41,3.58,4.8,3.45,5.1,4.65
12,2,17,11.79,0.74,1.5,0.29,1.0,0.4,0.6,1.0,0.39,0.59,0.39,0.29,0.83,0.55,0.55,0.55,1.35,0.45,1.5,1.35
12,2,18,0.4,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.15
12,3,8,0.5,0.03,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0
12,3,9,14.91,0.93,2.2,0.28,2.2,2.0,2.2,2.0,0.39,0.39,0.29,0.68,0.28,0.55,0.55,0.83,0.75,0.6,0.6,0.6
12,3,10,68.82,4.3,8.78,0.6,8.78,8.39,8.39,8.39,2.15,1.96,2.05,0.98,1.38,1.65,1.1,1.1,7.35,7.35,7.2,0.6
