PVMonth,PVDay,PVHour,TotalkWh,AvgkWh,MaxkWh,MinkWh,ProdkWh62032213_2019,ProdkWh62032213_2020,ProdkWh62032213_2021,ProdkWh62032213_2022,ProdkWh84071567_2019,ProdkWh84071567_2020,ProdkWh84071567_2021,ProdkWh84071567_2022,ProdkWh84071569_2019,ProdkWh84071569_2020,ProdkWh84071569_2021,ProdkWh84071569_2022,ProdkWh84071570_2019,ProdkWh84071570_2020,ProdkWh84071570_2021,ProdkWh84071570_2022
1,1,8,0.15,0.01,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0
1,1,9,7.68,0.48,0.8,0.0,0.8,0.8,0.0,0.8,0.2,0.49,0.29,0.39,0.55,0.28,0.28,0.55,0.45,0.45,0.6,0.75
1,1,10,41.79,2.61,6.99,0.8,6.99,6.59,0.8,4.19,1.08,1.57,1.47,1.37,1.1,1.1,1.1,1.38,5.25,0.9,2.85,4.05
1,1,11,95.36,5.96,11.18,1.8,11.18,10.78,1.8,5.19,6.85,3.13,5.38,5.28,4.41,4.41,4.69,3.31,10.2,3.6,7.05,8.1
1,1,12,130.0,8.12,12.78,2.6,12.78,12.18,2.6,5.59,10.76,5.38,5.67,8.22,8.55,7.72,9.1,8.0,11.55,6.9,5.85,9.15
1,1,13,146.13,9.13,13.38,4.59,13.38,12.98,4.59,8.78,12.42,10.57,6.55,5.97,9.93,9.38,8.0,9.38,11.7,11.4,4.95,6.15
1,1,14,146.2,9.14,12.78,4.14,12.78,12.38,7.79,6.39,11.74,10.57,9.2,7.83,9.93,9.65,4.14,8.55,10.8,9.6,5.4,9.45
1,1,15,104.22,6.51,10.98,2.76,10.98,10.38,7.39,3.19,4.01,4.11,2.84,4.5,8.27,8.0,2.76,6.89,8.7,8.1,7.05,7.05
1,1,16,64.24,4.01,6.07,0.59,5.99,5.79,3.59,4.19,0.59,1.47,1.47,1.47,6.07,5.51,3.86,4.14,5.55,4.35,4.8,5.4
1,1,17,16.17,1.01,2.21,0.39,0.8,0.6,0.6,0.6,0.39,0.68,0.49,0.59,2.21,0.83,0.83,1.1,1.95,1.35,1.95,1.2
1,1,18,0.68,0.04,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.28,0.0,0.0,0.15,0.0,0.15,0.0
1,2,8,0.28,0.02,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0
1,2,9,7.77,0.49,1.05,0.0,0.8,0.8,0.6,0.0,0.29,0.2,0.88,0.29,0.55,0.28,0.28,0.55,0.75,0.15,1.05,0.3
1,2,10,37.37,2.34,6.79,0.6,6.79,5.79,6.59,0.6,1.08,0.78,1.47,0.68,0.83,1.38,1.1,0.83,4.65,0.9,3.15,0.75
1,2,11,81.27,5.08,11.18,1.08,11.18,7.99,10.38,1.4,6.65,1.47,6.65,1.08,4.41,3.31,4.69,3.31,5.1,2.25,10.05,1.35
1,2,12,101.97,6.37,12.78,1.35,12.78,10.58,11.18,1.6,10.96,1.47,5.09,2.64,8.55,3.31,9.38,3.58,6.6,2.85,10.05,1.35
1,2,13,111.45,6.97,13.98,1.57,13.98,10.18,13.18,3.99,12.72,1.57,4.79,2.84,9.93,2.48,10.75,5.24,10.65,3.3,3.6,2.25
1,2,14,122.85,7.68,12.98,1.66,12.98,11.38,12.38,3.39,12.03,2.25,8.41,1.66,10.2,2.21,10.48,9.38,10.5,3.0,9.15,3.45
1,2,15,93.27,5.83,11.18,1.38,11.18,7.79,10.38,3.79,4.4,1.86,4.89,1.47,8.82,1.38,8.27,7.44,8.55,2.7,8.1,2.25
1,2,16,50.82,3.18,6.59,0.78,6.59,2.0,4.99,2.99,0.78,1.08,0.98,0.88,6.07,1.1,6.07,4.69,5.4,1.05,4.2,1.95
1,2,17,13.18,0.82,2.48,0.0,1.0,0.0,0.8,0.8,0.39,0.29,0.49,0.2,2.48,0.0,1.1,0.83,1.95,0.15,2.1,0.6
1,2,18,0.9,0.06,0.2,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.0
1,3,9,7.14,0.45,1.0,0.1,1.0,0.2,0.8,0.6,0.29,0.49,0.2,0.1,0.28,0.55,0.28,0.55,0.3,0.75,0.6,0.15
1,3,10,40.55,2.53,6.99,0.4,6.99,0.4,6.59,5.99,1.57,1.57,1.08,0.68,1.38,1.1,1.1,0.55,1.2,4.35,5.1,0.9
1,3,11,86.65,5.42,11.18,1.27,11.18,1.8,10.38,9.18,3.82,4.89,6.55,1.27,3.03,2.76,4.96,3.58,3.15,7.95,10.2,1.95
1,3,12,129.71,8.11,12.98,1.86,12.98,4.19,12.18,11.38,9.78,7.14,9.68,1.86,3.03,6.62,9.1,7.72,11.1,9.0,11.25,2.7
1,3,13,135.1,8.44,13.78,1.96,13.78,6.79,12.78,11.98,12.33,9.88,7.83,1.96,3.03,2.48,10.48,9.38,11.85,8.85,8.55,3.15
1,3,14,128.14,8.01,13.18,2.48,13.18,6.59,7.39,10.78,11.93,8.41,7.53,2.54,4.69,2.48,10.2,8.82,11.1,10.35,9.3,2.85
1,3,15,91.33,5.71,10.98,1.1,10.98,8.78,10.18,9.38,4.6,3.42,2.05,2.54,5.51,1.1,8.55,7.44,5.1,7.8,1.95,1.95
1,3,16,47.52,2.97,6.59,0.83,6.59,2.0,2.0,5.59,0.98,1.27,2.45,2.35,4.41,0.83,5.79,4.41,3.0,2.1,2.25,1.5
1,3,17,11.68,0.73,1.1,0.28,1.0,0.6,0.6,0.8,0.49,0.39,0.49,0.88,1.1,0.28,1.1,1.1,0.9,0.45,0.75,0.75
1,3,18,0.75,0.05,0.2,0.0,0.0,0.0,0.2,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0
1,4,9,5.94,0.37,0.8,0.0,0.8,0.6,0.0,0.0,0.29,0.29,0.39,0.29,0.55,0.55,0.55,0.28,0.3,0.45,0.45,0.15
1,4,10,34.15,2.13,6.79,0.29,6.79,6.59,2.4,1.0,1.47,1.37,1.66,0.29,1.1,0.83,1.65,1.65,1.8,3.9,1.35,0.3
1,4,11,73.24,4.58,11.18,0.6,10.78,11.18,4.79,0.6,2.84,6.26,2.93,1.86,4.14,4.14,4.14,2.48,2.7,9.75,3.15,1.5
1,4,12,114.1,7.13,12.18,0.6,12.18,8.19,7.99,0.6,3.91,10.27,8.41,5.09,8.55,8.0,6.62,5.79,4.05,11.4,5.25,7.8
1,4,13,143.04,8.94,14.17,2.2,13.38,14.17,12.78,2.2,5.48,12.13,6.85,10.37,9.93,9.1,7.72,2.48,5.85,11.55,9.15,9.9
1,4,14,133.89,8.37,13.58,2.76,12.78,13.58,12.58,4.39,5.48,11.84,7.63,6.85,9.38,9.65,6.07,2.76,6.45,10.65,3.6,10.2
1,4,15,114.33,7.15,11.18,3.86,10.78,11.18,10.78,7.19,4.01,4.6,4.7,4.01,8.55,8.0,3.86,6.07,7.05,8.7,5.85,9.0
1,4,16,65.28,4.08,6.39,0.78,6.19,6.39,5.99,3.59,1.96,0.78,2.05,1.47,5.79,5.24,4.14,4.14,5.25,5.4,1.5,5.4
1,4,17,17.64,1.1,2.21,0.39,0.8,1.0,0.8,0.8,0.78,0.39,0.59,0.78,2.21,1.38,0.83,0.83,1.8,2.1,0.9,1.65
1,4,18,1.33,0.08,0.28,0.0,0.0,0.2,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.28,0.15,0.15,0.15,0.0
1,5,9,7.08,0.44,1.0,0.15,1.0,0.4,1.0,0.2,0.29,0.29,0.2,0.39,0.55,0.28,0.55,0.28,0.45,0.45,0.6,0.15
1,5,10,45.08,2.82,7.39,0.4,7.39,5.59,6.99,0.4,1.08,1.08,1.08,1.37,0.83,1.38,2.21,0.83,5.1,4.95,2.25,2.55
1,5,11,107.52,6.72,11.78,0.2,11.78,10.98,11.58,0.2,6.75,6.46,6.65,5.38,4.41,2.76,4.14,3.58,10.05,9.9,8.4,4.5
1,5,12,143.13,8.95,13.58,1.0,13.58,13.18,12.98,1.0,10.47,10.27,10.86,4.89,8.82,5.24,6.34,8.0,11.85,11.4,12.0,2.25
1,5,13,158.24,9.89,14.37,0.8,14.37,13.98,13.38,0.8,11.93,12.03,12.62,6.55,10.2,8.27,5.51,8.55,12.0,11.55,12.3,4.2
1,5,14,147.93,9.25,13.98,0.6,13.98,13.38,12.98,0.6,12.42,11.84,12.72,5.67,9.93,9.1,4.14,6.07,10.95,10.65,11.55,1.95
1,5,15,105.88,6.62,11.58,0.4,11.58,11.38,10.98,0.4,5.09,4.89,5.38,4.7,8.82,7.72,2.76,2.48,9.0,8.55,9.3,2.85
1,5,16,60.88,3.8,7.19,0.2,7.19,6.99,6.79,0.2,0.68,0.98,0.68,2.25,6.07,4.96,1.93,2.21,5.85,5.4,6.15,2.55
1,5,17,17.86,1.12,2.76,0.2,1.2,1.2,0.8,0.2,0.49,0.59,0.39,0.29,2.76,1.38,0.83,0.83,2.25,1.95,2.25,0.45
1,5,18,0.8,0.05,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.0
1,6,8,0.15,0.01,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
1,6,9,10.02,0.63,1.0,0.28,1.0,0.8,1.0,1.0,0.29,0.39,0.49,0.29,0.55,0.55,0.83,0.28,0.6,0.6,0.75,0.6
1,6,10,52.92,3.31,7.19,0.83,7.19,6.99,6.99,6.59,1.17,1.17,1.86,1.17,0.83,1.1,2.48,0.83,3.75,3.9,2.25,4.65
1,6,11,119.1,7.44,11.78,2.76,11.78,10.98,11.38,10.38,6.95,6.46,3.91,5.77,4.41,3.86,2.76,3.86,10.35,9.45,7.2,9.6
1,6,12,149.47,9.34,13.78,3.31,13.78,10.98,12.98,11.38,10.96,10.66,3.91,8.12,8.55,7.72,3.31,8.27,11.85,11.25,6.6,9.15
1,6,13,146.08,9.13,14.57,3.86,14.57,8.39,14.17,6.99,12.42,10.76,5.38,3.91,10.2,9.38,3.86,10.2,12.15,10.8,5.55,7.35
1,6,14,144.33,9.02,13.78,3.31,13.78,9.98,13.78,4.19,12.33,7.24,6.16,9.2,9.93,9.38,3.31,9.65,11.1,9.9,7.65,6.75
1,6,15,107.72,6.73,11.98,2.21,11.98,10.58,11.78,2.99,5.48,4.4,3.62,4.99,8.82,8.27,2.21,8.0,9.0,6.6,3.75,5.25
1,6,16,62.52,3.91,7.39,0.55,7.39,5.79,7.39,2.0,0.68,1.57,2.25,1.76,6.34,5.51,0.55,5.24,5.85,5.1,2.1,3.0
1,6,17,17.54,1.1,2.48,0.0,1.2,0.8,1.2,0.6,0.49,0.59,0.59,0.68,2.48,1.38,0.0,1.38,2.25,1.8,0.6,1.5
1,6,18,1.68,0.1,0.28,0.0,0.2,0.0,0.2,0.0,0.1,0.1,0.1,0.1,0.28,0.0,0.0,0.0,0.15,0.15,0.15,0.15
1,7,8,0.28,0.02,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0
1,7,9,8.95,0.56,1.0,0.2,1.0,0.8,0.8,0.8,0.2,0.49,0.39,0.29,0.28,0.55,0.55,0.55,0.6,0.9,0.3,0.45
1,7,10,53.39,3.34,7.19,0.83,7.19,5.39,7.19,6.79,1.17,1.47,1.76,0.98,0.83,0.83,2.21,1.38,5.25,4.5,1.65,4.8
1,7,11,116.45,7.28,11.78,2.84,11.78,10.18,11.38,10.98,7.04,4.5,2.84,6.26,4.41,4.14,4.41,3.58,10.65,7.5,6.6,10.2
1,7,12,169.17,10.57,13.38,7.72,13.38,11.18,13.18,12.78,11.15,9.49,11.05,10.37,8.82,8.0,7.72,8.55,12.15,9.9,10.05,11.4
1,7,13,189.83,11.86,14.37,6.62,14.37,12.18,14.17,13.58,12.82,12.13,13.11,12.62,10.2,9.38,6.62,10.2,12.3,11.55,12.75,11.85
1,7,14,182.77,11.42,13.98,4.69,13.98,12.58,13.38,12.98,12.82,12.13,13.21,12.52,10.2,9.93,4.69,9.65,11.25,10.95,11.85,10.65
1,7,15,133.37,8.34,11.78,2.76,11.78,10.38,11.78,11.18,5.87,5.48,6.16,5.87,8.82,8.27,2.76,8.27,9.3,9.0,9.45,9.0
1,7,16,72.74,4.55,7.59,0.59,7.59,6.99,7.39,7.39,0.59,0.88,0.68,0.68,6.34,5.79,0.83,5.24,6.0,5.7,4.8,5.85
1,7,17,20.45,1.28,2.76,0.28,1.2,1.2,1.2,1.2,0.39,0.59,0.68,0.39,2.76,1.38,0.28,1.38,2.25,2.1,1.35,2.1
1,7,18,1.65,0.1,0.3,0.0,0.2,0.0,0.2,0.0,0.1,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.15,0.15,0.15,0.3
1,8,9,8.1,0.51,1.0,0.2,1.0,1.0,0.4,1.0,0.2,0.29,0.49,0.2,0.28,0.28,0.28,0.28,0.6,0.6,0.6,0.6
1,8,10,52.09,3.26,7.19,0.83,7.19,6.99,3.79,5.79,1.08,1.17,1.76,1.08,1.1,0.83,0.83,0.83,5.1,4.8,4.8,4.95
1,8,11,113.12,7.07,11.38,1.1,11.38,10.98,10.78,5.99,6.95,6.65,3.23,6.46,4.41,4.41,1.1,3.58,10.5,9.9,6.6,10.2
1,8,12,152.76,9.55,13.58,2.48,13.38,12.58,13.58,6.19,10.96,10.66,5.77,10.66,8.55,8.0,2.48,8.55,12.0,11.25,6.45,11.7
1,8,13,164.62,10.29,14.57,2.21,14.37,13.18,14.57,6.19,12.62,12.33,5.58,12.23,9.93,9.38,2.21,10.48,12.15,11.1,6.3,12.0
1,8,14,160.3,10.02,14.17,2.48,13.58,12.58,14.17,5.19,12.82,12.23,7.24,12.33,9.93,9.1,2.48,9.65,11.25,10.5,6.15,11.1
1,8,15,130.03,8.13,11.98,2.48,11.98,10.98,10.58,9.18,6.16,5.97,6.36,6.75,8.82,8.0,2.48,8.27,9.15,8.7,7.95,8.7
1,8,16,73.67,4.6,7.79,0.59,6.39,6.99,7.79,6.79,0.59,1.37,2.05,2.35,6.34,6.07,1.93,5.51,5.85,5.4,3.9,4.35
1,8,17,21.71,1.36,2.76,0.39,0.8,1.0,1.4,1.4,0.39,0.59,1.08,0.88,2.76,1.38,0.83,1.1,2.25,2.1,2.25,1.5
1,8,18,1.4,0.09,0.3,0.0,0.2,0.2,0.0,0.0,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3
1,9,9,6.83,0.43,1.0,0.0,1.0,0.4,0.2,0.0,0.2,0.39,0.49,0.39,0.55,0.28,0.28,0.55,0.6,0.45,0.75,0.3
1,9,10,31.34,1.96,6.39,0.78,6.39,1.8,1.4,0.8,1.08,0.78,1.66,1.86,0.83,0.83,1.38,0.83,4.8,0.9,4.05,1.95
1,9,11,72.0,4.5,10.58,0.4,10.58,7.19,2.0,0.4,6.65,3.23,2.54,4.11,4.14,4.14,4.69,3.58,10.05,1.65,3.15,3.9
1,9,12,105.17,6.57,12.98,0.8,12.98,4.39,1.4,0.8,10.57,3.13,3.23,8.41,8.82,7.44,9.65,8.55,11.4,4.35,3.6,6.45
1,9,13,116.24,7.26,13.98,1.2,13.98,7.39,1.2,1.4,12.13,2.84,4.79,7.53,9.65,9.1,9.93,10.2,11.85,2.1,4.35,7.8
1,9,14,109.3,6.83,13.18,1.0,13.18,2.99,1.6,1.0,12.23,3.13,8.9,5.48,9.93,6.89,8.82,9.65,10.65,2.55,6.15,6.15
1,9,15,88.45,5.53,11.18,1.0,11.18,1.0,1.0,1.0,6.26,3.82,7.34,2.84,8.82,6.62,8.55,8.27,8.85,3.9,6.6,2.4
1,9,16,52.46,3.28,7.59,0.2,7.59,0.2,0.8,0.6,0.68,2.25,2.45,1.17,6.07,5.79,7.17,5.24,5.7,1.35,4.2,1.2
1,9,17,16.5,1.03,2.76,0.2,1.2,0.2,0.2,0.2,0.49,1.17,0.98,0.39,2.76,1.38,1.65,1.38,2.1,0.3,1.8,0.3
1,9,18,0.9,0.06,0.2,0.0,0.2,0.0,0.0,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.0
1,10,8,0.15,0.01,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0
1,10,9,8.7,0.54,1.0,0.2,1.0,1.0,0.4,0.2,0.2,0.39,0.29,0.49,0.55,0.55,0.83,0.55,0.6,0.6,0.6,0.45
1,10,10,47.11,2.94,7.59,0.83,7.59,6.59,2.2,2.99,0.98,1.27,1.08,1.66,0.83,0.83,1.93,2.21,4.95,4.95,4.8,2.25
1,10,11,108.68,6.79,11.78,2.64,11.78,10.98,4.99,4.79,6.95,6.75,6.85,2.64,4.41,4.14,4.14,4.41,10.35,9.9,10.65,4.95
1,10,12,140.53,8.78,13.58,2.45,13.58,12.78,5.39,2.99,11.05,10.76,11.15,2.45,8.55,8.27,7.72,5.79,12.0,11.55,12.15,4.35
1,10,13,156.41,9.78,14.57,2.25,14.57,13.38,8.19,5.39,12.72,12.72,12.82,2.35,9.65,9.93,10.48,5.51,12.15,11.85,12.45,2.25
1,10,14,164.31,10.27,13.98,2.55,13.98,13.38,13.38,9.18,12.91,13.01,12.62,3.13,9.93,10.2,8.55,7.44,11.4,11.1,11.55,2.55
1,10,15,120.74,7.55,11.98,1.76,11.98,11.38,9.98,7.19,6.95,6.75,5.97,1.76,8.55,8.55,7.17,4.96,9.0,9.0,9.6,1.95
1,10,16,76.02,4.75,8.19,0.78,8.19,7.79,7.79,6.39,0.78,0.98,1.17,1.37,6.07,6.34,4.69,4.96,6.0,5.7,6.3,1.5
1,10,17,21.77,1.36,3.03,0.39,1.4,1.4,1.2,1.0,0.39,0.59,0.49,0.78,3.03,1.38,1.38,1.38,2.25,2.25,2.25,0.6
1,10,18,1.55,0.1,0.3,0.0,0.2,0.0,0.2,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.15,0.3,0.0
1,11,9,9.08,0.57,1.0,0.2,1.0,1.0,1.0,1.0,0.2,0.29,0.29,0.39,0.28,0.28,0.55,0.55,0.6,0.6,0.6,0.45
1,11,10,53.45,3.34,7.39,0.83,7.39,7.39,7.19,6.99,1.17,1.08,1.08,1.37,0.83,0.83,1.1,0.83,4.95,4.8,5.1,1.35
1,11,11,127.41,7.96,11.58,3.86,11.58,11.38,11.38,11.18,6.95,6.75,6.95,5.97,4.69,4.41,4.96,3.86,10.5,10.5,10.8,5.55
1,11,12,176.55,11.03,13.58,8.27,13.58,13.18,13.38,12.38,11.15,10.96,11.35,9.78,9.1,8.27,9.1,8.27,12.0,11.7,12.45,9.9
1,11,13,195.28,12.2,14.37,9.93,14.37,13.98,14.37,12.38,12.91,12.52,13.11,12.13,10.48,9.93,10.75,10.2,12.15,12.0,12.6,11.4
1,11,14,188.56,11.78,13.78,8.82,13.78,13.58,13.78,12.38,13.21,12.72,13.4,12.03,10.48,9.93,10.2,8.82,11.25,10.95,11.55,10.5
1,11,15,143.89,8.99,11.98,6.89,11.98,10.98,11.78,9.78,7.53,7.14,7.83,7.04,9.1,8.27,8.82,6.89,9.3,9.0,9.75,8.7
1,11,16,83.6,5.22,8.39,0.78,8.19,7.99,8.39,7.39,0.78,0.78,0.78,0.88,6.89,6.07,6.07,5.24,6.0,6.0,6.3,5.85
1,11,17,24.12,1.51,3.03,0.39,1.4,1.2,1.4,1.4,0.39,0.39,0.39,0.49,3.03,1.38,1.65,1.1,2.55,2.4,2.55,2.4
1,11,18,1.58,0.1,0.28,0.0,0.2,0.0,0.2,0.0,0.0,0.1,0.1,0.1,0.0,0.28,0.0,0.0,0.15,0.15,0.15,0.15
1,12,8,0.3,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.0
1,12,9,9.39,0.59,1.2,0.2,1.0,1.0,1.0,1.2,0.29,0.2,0.29,0.2,0.55,0.28,0.55,0.28,0.6,0.75,0.6,0.6
1,12,10,56.15,3.51,7.39,0.83,7.39,6.99,7.39,7.19,1.08,1.17,1.17,0.98,0.83,0.83,1.1,0.83,4.95,4.8,4.95,4.5
1,12,11,131.03,8.19,11.58,3.86,11.58,10.98,11.18,11.18,7.04,6.85,7.04,6.26,4.41,4.14,4.96,3.86,10.65,10.2,10.8,9.9
1,12,12,177.72,11.11,13.58,8.0,13.58,12.38,12.58,13.18,11.35,10.86,11.15,10.47,9.1,8.27,9.1,8.0,12.15,11.7,12.3,11.55
1,12,13,195.33,12.21,14.37,9.65,14.37,13.38,13.58,14.17,12.91,12.52,13.01,12.13,10.2,9.65,11.03,9.93,12.15,12.0,12.6,11.7
1,12,14,189.6,11.85,13.98,9.65,13.98,12.98,12.98,13.58,13.01,12.33,13.21,12.42,10.2,9.93,10.48,9.65,11.4,11.1,11.55,10.8
1,12,15,148.65,9.29,11.78,7.43,11.78,11.18,11.38,11.58,7.73,7.43,8.12,7.53,9.1,8.82,9.1,8.0,9.3,9.0,9.6,9.0
1,12,16,85.14,5.32,8.58,0.78,8.58,7.99,8.19,8.19,0.78,0.88,0.88,0.78,6.62,6.07,6.34,5.24,6.15,6.0,6.6,5.85
1,12,17,25.15,1.57,3.03,0.39,1.4,1.6,1.6,1.4,0.49,0.59,0.49,0.39,3.03,1.65,1.38,1.38,2.4,2.25,2.7,2.4
1,12,18,2.38,0.15,0.3,0.0,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.28,0.0,0.3,0.15,0.15,0.3
1,13,9,9.44,0.59,1.2,0.2,1.2,0.2,1.0,1.2,0.29,0.49,0.29,0.29,0.55,0.55,0.28,0.55,0.6,0.6,0.75,0.6
1,13,10,50.05,3.13,7.39,0.83,7.39,3.39,7.39,7.19,1.08,1.47,1.27,0.98,0.83,1.38,1.1,0.83,4.8,1.5,4.8,4.65
1,13,11,115.21,7.2,11.38,1.96,11.38,8.39,10.98,10.98,6.85,1.96,6.75,6.46,4.41,3.86,4.96,3.58,10.5,3.75,10.2,10.2
1,13,12,159.92,9.99,13.58,4.01,13.58,9.78,12.38,12.58,10.76,4.01,10.66,10.86,9.1,7.44,9.1,8.27,12.15,5.7,11.7,11.85
1,13,13,180.71,11.29,14.37,5.18,14.37,12.98,13.18,13.58,12.82,5.18,12.42,12.42,10.48,8.55,11.03,10.2,12.3,7.05,12.3,11.85
1,13,14,180.16,11.26,13.58,7.43,13.58,12.18,12.78,12.98,13.01,7.43,12.42,12.72,10.2,9.1,10.48,9.93,11.25,10.2,11.25,10.65
1,13,15,142.03,8.88,11.98,3.03,11.98,11.58,11.18,11.18,8.22,3.03,8.02,8.02,9.1,8.55,8.82,8.0,9.45,7.5,9.0,8.4
1,13,16,85.23,5.33,8.39,0.88,8.19,7.19,8.19,8.39,0.88,2.45,1.17,0.98,6.62,6.07,6.34,5.51,6.15,5.4,5.55,6.15
1,13,17,25.27,1.58,3.31,0.39,1.6,1.4,1.6,1.4,0.39,0.78,0.59,0.49,3.31,1.38,1.65,1.38,2.55,2.1,2.25,2.4
1,13,18,2.41,0.15,0.3,0.0,0.2,0.0,0.0,0.2,0.1,0.1,0.1,0.1,0.0,0.28,0.28,0.0,0.3,0.15,0.3,0.3
1,14,8,0.1,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,14,9,9.42,0.59,1.0,0.2,1.0,0.2,1.0,1.0,0.2,0.49,0.49,0.29,0.55,0.55,0.55,0.55,0.6,0.6,0.75,0.6
1,14,10,45.89,2.87,7.19,0.8,6.79,0.8,6.39,7.19,1.27,1.17,2.05,1.27,0.83,1.1,1.1,1.38,4.65,1.8,3.3,4.8
1,14,11,100.1,6.26,10.98,1.1,10.98,1.8,10.18,10.58,6.85,1.27,6.16,5.87,4.41,1.1,4.96,4.14,10.05,1.35,10.65,9.75
1,14,12,128.12,8.01,12.98,0.55,12.98,2.4,11.98,12.38,10.76,3.62,6.75,8.51,8.82,0.55,9.1,7.72,11.4,2.7,10.35,8.1
1,14,13,156.89,9.81,13.78,1.47,13.78,9.18,12.78,13.58,12.23,1.47,12.91,12.13,10.2,3.58,11.03,7.72,11.55,2.25,10.95,11.55
1,14,14,152.87,9.55,13.7,0.83,12.98,11.38,12.18,12.78,12.42,1.57,13.7,11.15,10.48,0.83,10.48,8.27,10.5,2.7,10.5,10.95
1,14,15,121.66,7.6,11.38,0.83,11.38,9.58,10.58,10.98,8.22,0.98,8.9,7.14,9.1,0.83,8.82,8.0,8.4,1.8,9.15,7.8
1,14,16,67.43,4.21,8.39,0.83,8.39,2.4,7.39,5.99,1.17,0.88,1.57,1.86,6.62,0.83,6.34,5.24,5.4,2.7,6.45,4.2
1,14,17,22.94,1.43,3.03,0.4,1.6,0.4,1.4,1.8,0.59,0.59,0.68,1.37,3.03,1.1,1.65,1.38,2.1,0.6,2.7,1.95
1,14,18,1.72,0.11,0.3,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.1,0.29,0.28,0.0,0.0,0.0,0.3,0.0,0.15,0.3
1,15,8,0.28,0.02,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0
1,15,9,7.48,0.47,1.2,0.0,0.6,0.0,1.2,0.8,0.49,0.2,0.29,0.29,0.28,0.55,0.28,0.55,0.3,0.3,0.75,0.6
1,15,10,39.51,2.47,7.39,0.4,3.79,0.4,7.39,2.4,1.96,0.68,1.08,1.17,1.1,2.48,1.38,2.48,2.25,2.1,4.35,4.5
1,15,11,82.77,5.17,11.18,0.88,10.58,1.4,11.18,4.19,4.7,0.88,6.65,4.01,4.41,3.58,4.96,3.58,4.65,2.25,9.6,6.15
1,15,12,110.23,6.89,12.58,1.37,12.58,2.99,12.58,8.78,4.4,1.37,10.37,3.13,8.55,4.96,9.1,7.72,6.45,2.55,11.4,3.3
1,15,13,131.91,8.24,13.98,3.62,13.18,3.79,13.98,12.58,4.21,3.62,12.13,3.82,9.93,7.17,10.75,8.55,8.25,4.35,11.85,3.75
1,15,14,123.42,7.71,13.18,2.2,13.18,2.2,12.78,5.99,4.79,4.4,12.62,2.93,9.93,9.38,10.48,7.44,5.85,5.55,10.95,4.95
1,15,15,98.77,6.17,11.38,1.4,10.98,1.4,11.38,10.38,4.21,3.52,9.1,2.15,8.0,7.17,8.82,2.76,4.05,3.15,9.0,2.7
1,15,16,64.83,4.05,8.39,1.08,7.99,4.19,8.39,5.99,1.66,1.76,1.27,1.08,4.96,6.07,6.34,1.93,2.25,3.3,6.0,1.65
1,15,17,19.01,1.19,2.4,0.4,1.4,0.4,1.8,1.6,0.49,0.49,0.59,0.78,1.1,1.93,1.65,1.38,0.6,1.2,2.4,1.2
1,15,18,1.89,0.12,0.3,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.1,0.1,0.28,0.28,0.28,0.0,0.0,0.0,0.3,0.15
1,16,9,9.38,0.59,1.2,0.1,0.2,1.0,1.2,1.0,0.1,0.29,0.39,0.59,0.55,0.55,0.28,0.83,0.15,0.75,0.75,0.75
